"Id";"ZipCode";"Place"
1670;3063;"Ittigen"
1671;3063;"Ittigen"
1672;3065;"Bolligen"
1673;3065;"Bolligen"
1674;3066;"Stettlen"
1675;3066;"Stettlen"
1676;3066;"Stettlen"
1677;3066;"Stettlen"
1678;3067;"Boll"
1679;3067;"Boll"
1680;3068;"Utzigen"
1681;3068;"Utzigen"
1682;3068;"Utzigen"
1683;3072;"Ostermundigen"
1684;3072;"Ostermundigen"
1685;3073;"Gümligen"
1686;3073;"Gümligen"
1687;3073;"Gümligen"
1688;3074;"Muri b. Bern"
1689;3075;"Rüfenacht BE"
1690;3075;"Vielbringen Worb"
1691;3076;"Worb"
1692;3076;"Worb"
1693;3076;"Worb"
1694;3076;"Worb"
1695;3077;"Enggistein"
1696;3078;"Richigen"
1697;3082;"Schlosswil"
1698;3082;"Schlosswil"
1699;3083;"Trimstein"
1700;3084;"Wabern"
1701;3084;"Wabern"
1702;3086;"Zimmerwald"
1703;3086;"Zimmerwald"
1704;3086;"Zimmerwald"
1705;3086;"Zimmerwald"
1706;3086;"Englisberg"
1707;3087;"Niedermuhlern"
1708;3087;"Niedermuhlern"
1709;3087;"Niedermuhlern"
1710;3088;"Rüeggisberg"
1711;3088;"Oberbütschel"
1712;3089;"Hinterfultigen"
1713;3095;"Spiegel b. Bern"
1714;3096;"Oberbalm"
1715;3096;"Oberbalm"
1716;3097;"Liebefeld"
1717;3097;"Liebefeld"
1718;3098;"Köniz"
1719;3098;"Schliern b. Köniz"
1720;3099;"Rüti b. Riggisberg"
1721;3099;"Rüti b. Riggisberg"
1722;3099;"Rüti b. Riggisberg"
1723;3110;"Münsingen"
1724;3111;"Tägertschi"
1725;3111;"Tägertschi"
1726;3112;"Allmendingen b. BE"
1727;3112;"Allmendingen b. BE"
1728;3113;"Rubigen"
1729;3113;"Rubigen"
1730;3114;"Wichtrach"
1731;3114;"Wichtrach"
1732;3115;"Gerzensee"
1733;3115;"Gerzensee"
1734;3115;"Gerzensee"
1735;3116;"Kirchdorf BE"
1736;3116;"Mühledorf BE"
1737;3116;"Noflen BE"
1738;3122;"Kehrsatz"
1739;3122;"Kehrsatz"
1740;3122;"Kehrsatz"
1741;3123;"Belp"
1742;3123;"Belp"
1743;3123;"Belp"
1744;3124;"Belpberg"
1745;3125;"Toffen"
1746;3125;"Toffen"
1747;3125;"Toffen"
1748;3126;"Kaufdorf"
1749;3126;"Kaufdorf"
1750;3126;"Gelterfingen"
1751;3127;"Mühlethurnen"
1752;3127;"Lohnstorf"
1753;3128;"Kirchenthurnen"
1754;3128;"Kirchenthurnen"
1755;3128;"Rümligen"
1756;3132;"Riggisberg"
1757;3132;"Riggisberg"
1758;3132;"Riggisberg"
1759;3144;"Gasel"
1760;3145;"Niederscherli"
1761;3145;"Niederscherli"
1762;3147;"Mittelhäusern"
1763;3147;"Mittelhäusern"
1764;3148;"Lanzenhäusern"
1765;3150;"Schwarzenburg"
1766;3150;"Schwarzenburg"
1767;3152;"Mamishaus"
1768;3152;"Mamishaus"
1769;3153;"Rüschegg Gambach"
1770;3154;"Rüschegg Heubach"
1771;3154;"Rüschegg Heubach"
1772;3154;"Rüschegg Heubach"
1773;3155;"Helgisried"
1774;3155;"Helgisried"
1775;3156;"Riffenmatt"
1776;3156;"Riffenmatt"
1777;3157;"Milken"
1778;3157;"Milken"
1779;3157;"Milken"
1780;3158;"Guggisberg"
1781;3159;"Riedstätt"
1782;3172;"Niederwangen BE"
1783;3173;"Oberwangen b. Bern"
1784;3174;"Thörishaus"
1785;3174;"Thörishaus"
1786;3175;"Flamatt"
1787;3176;"Neuenegg"
1788;3176;"Neuenegg"
1789;3177;"Laupen BE"
1790;3177;"Laupen BE"
1791;3177;"Laupen BE"
1792;3178;"Bösingen"
1793;3179;"Kriechenwil"
1794;3179;"Kriechenwil"
1795;3182;"Ueberstorf"
1796;3182;"Ueberstorf"
1797;3182;"Ueberstorf"
1798;3183;"Albligen"
1799;3184;"Wünnewil"
1800;3184;"Wünnewil"
1801;3185;"Schmitten FR"
1802;3185;"Schmitten FR"
1803;3185;"Schmitten FR"
1804;3185;"Schmitten FR"
1805;3186;"Düdingen"
1806;3202;"Frauenkappelen"
1807;3202;"Frauenkappelen"
1808;3203;"Mühleberg"
1809;3204;"Rosshäusern"
1810;3204;"Rosshäusern"
1811;3205;"Gümmenen"
1812;3205;"Gümmenen"
1813;3205;"Gümmenen"
1814;3206;"Rizenbach"
1815;3206;"Ferenbalm"
1816;3206;"Wallenbuch"
1817;3206;"Biberen"
1818;3206;"Gammen"
1819;3207;"Wileroltigen"
1820;3207;"Wileroltigen"
1821;3207;"Wileroltigen"
1822;3207;"Golaten"
1823;3207;"Golaten"
1824;3208;"Gurbrü"
1825;3210;"Kerzers"
1826;3210;"Kerzers"
1827;3212;"Gurmels"
1828;3212;"Kleingurmels"
1829;3213;"Liebistorf"
1830;3213;"Kleinbösingen"
1831;3214;"Ulmiz"
1832;3215;"Gempenach"
1833;3215;"Büchslen"
1834;3215;"Lurtigen"
1835;3216;"Ried b. Kerzers"
1836;3216;"Agriswil"
1837;3225;"Müntschemier"
1838;3226;"Treiten"
1839;3226;"Treiten"
1840;3232;"Ins"
1841;3232;"Ins"
1842;3233;"Tschugg"
1843;3233;"Tschugg"
1844;3234;"Vinelz"
1845;3235;"Erlach"
1846;3235;"Erlach"
1847;3235;"Erlach"
1848;3236;"Gampelen"
1849;3236;"Gampelen"
1850;3237;"Brüttelen"
1851;3238;"Gals"
1852;3250;"Lyss"
1853;3250;"Lyss"
1854;3250;"Lyss"
1855;3251;"Wengi b. Büren"
1856;3251;"Wengi b. Büren"
1857;3251;"Ruppoldsried"
1858;3252;"Worben"
1859;3252;"Worben"
1860;3253;"Schnottwil"
1861;3254;"Messen"
1862;3254;"Messen"
1863;3254;"Balm b. Messen"
1864;3255;"Rapperswil BE"
1865;3256;"Dieterswil"
1866;3256;"Bangerten"
1867;3256;"Seewil"
1868;3257;"Grossaffoltern"
1869;3257;"Ammerzwil BE"
1870;3262;"Suberg"
1871;3263;"Büetigen"
1872;3264;"Diessbach b. Büren"
1873;3266;"Wiler b. Seedorf"
1874;3267;"Seedorf BE"
1875;3267;"Seedorf BE"
1876;3268;"Lobsigen"
1877;3270;"Aarberg"
1878;3270;"Aarberg"
1879;3271;"Radelfingen"
1880;3272;"Walperswil"
1881;3272;"Epsach"
1882;3273;"Kappelen"
1883;3273;"Kappelen"
1884;3274;"Hermrigen"
1885;3274;"Bühl BE"
1886;3274;"Merzligen"
1887;3280;"Murten"
1888;3280;"Murten"
1889;3280;"Murten"
1890;3280;"Meyriez"
1891;3280;"Greng"
1892;3282;"Bargen BE"
1893;3283;"Kallnach"
1894;3283;"Kallnach"
1895;3283;"Niederried b. Kall"
1896;3284;"Fräschels"
1897;3285;"Galmiz"
1898;3285;"Galmiz"
1899;3286;"Muntelier"
1900;3292;"Busswil BE"
1901;3293;"Dotzigen"
1902;3294;"Büren an der Aare"
1903;3294;"Büren an der Aare"
1904;3294;"Meienried"
1905;3295;"Rüti b. Büren"
1906;3296;"Arch"
1907;3297;"Leuzigen"
1908;3298;"Oberwil b. Büren"
1909;3302;"Moosseedorf"
1910;3303;"Jegenstorf"
1911;3303;"Münchringen"
1912;3303;"Zuzwil BE"
1913;3303;"Ballmoos"
1914;3305;"Iffwil"
1915;3305;"Scheunen"
1916;3306;"Etzelkofen"
1917;3307;"Brunnenthal"
1918;3308;"Grafenried"
1919;3309;"Kernenried"
1920;3309;"Zauggenried"
1921;3312;"Fraubrunnen"
1922;3313;"Büren zum Hof"
1923;3314;"Schalunen"
1924;3314;"Schalunen"
1925;3315;"Bätterkinden"
1926;3315;"Kräiligen"
1927;3317;"Limpach"
1928;3317;"Mülchi"
1929;3322;"Urtenen-Schönbühl"
1930;3322;"Urtenen-Schönbühl"
1931;3322;"Urtenen-Schönbühl"
1932;3322;"Mattstetten"
1933;3323;"Bäriswil BE"
1934;3324;"Hindelbank"
1935;3324;"Mötschwil"
1936;3325;"Hettiswil"
1937;3325;"Hettiswil"
1938;3325;"Hettiswil"
1939;3326;"Krauchthal"
1940;3326;"Krauchthal"
1941;3360;"Herzogenbuchsee"
1942;3362;"Niederönz"
1943;3363;"Oberönz"
1944;3365;"Grasswil"
1945;3365;"Seeberg"
1946;3366;"Bettenhausen"
1947;3366;"Bollodingen"
1948;3367;"Thörigen"
1949;3367;"Ochlenberg"
1950;3368;"Bleienbach"
1951;3368;"Bleienbach"
1952;3372;"Wanzwil"
1953;3373;"Röthenbach Hbsee"
1954;3373;"Heimenhausen"
1955;3374;"Wangenried"
1956;3375;"Inkwil"
1957;3376;"Graben"
1958;3376;"Berken"
1959;3377;"Walliswil b.Wangen"
1960;3380;"Wangen an der Aare"
1961;3380;"Wangen an der Aare"
1962;3380;"Walliswil-Nbipp"
1963;3400;"Burgdorf"
1964;3400;"Burgdorf"
1965;3412;"Heimiswil"
1966;3413;"Kaltacker"
1967;3413;"Kaltacker"
1968;3413;"Kaltacker"
1969;3414;"Oberburg"
1970;3414;"Oberburg"
1971;3414;"Oberburg"
1972;3415;"Hasle b. Burgdorf"
1973;3415;"Schafhausen i. E."
1974;3415;"Rüegsauschachen"
1975;3415;"Rüegsauschachen"
1976;3415;"Rüegsauschachen"
1977;3416;"Affoltern BE"
1978;3416;"Affoltern BE"
1979;3416;"Affoltern BE"
1980;3416;"Affoltern BE"
1981;3417;"Rüegsau"
1982;3418;"Rüegsbach"
1983;3418;"Rüegsbach"
1984;3418;"Rüegsbach"
1985;3418;"Rüegsbach"
1986;3419;"Biembach"
1987;3419;"Biembach"
1988;3421;"Lyssach"
1989;3421;"Lyssach"
1990;3421;"Lyssach"
1991;3421;"Rüti b. Lyssach"
1992;3422;"Kirchberg BE"
1993;3422;"Kirchberg BE"
1994;3422;"Rüdtligen"
1995;3422;"Alchenflüh"
1996;3423;"Ersigen"
1997;3424;"Niederösch"
1998;3424;"Oberösch"
1999;3425;"Koppigen"
2000;3425;"Koppigen"
2001;3425;"Willadingen"
2002;3426;"Aefligen"
2003;3427;"Utzenstorf"
2004;3427;"Utzenstorf"
2005;3428;"Wiler b.Utzenstorf"
2006;3429;"Höchstetten"
2007;3429;"Hellsau"
2008;3432;"Lützelflüh-Goldb"
2009;3432;"Lützelflüh-Goldb"
2010;3432;"Lützelflüh-Goldb"
2011;3433;"Schwanden i. E."
2012;3433;"Schwanden i. E."
2013;3433;"Schwanden i. E."
2014;3433;"Schwanden i. E."
2015;3434;"Obergoldbach"
2016;3434;"Obergoldbach"
2017;3434;"Landiswil"
2018;3435;"Ramsei"
2019;3436;"Zollbrück"
2020;3436;"Zollbrück"
2021;3437;"Rüderswil"
2022;3438;"Lauperswil"
2023;3438;"Lauperswil"
2024;3439;"Ranflüh"
2025;3439;"Ranflüh"
2026;3452;"Grünenmatt"
2027;3453;"Heimisbach"
2028;3453;"Heimisbach"
2029;3453;"Heimisbach"
2030;3454;"Sumiswald"
2031;3454;"Sumiswald"
2032;3454;"Sumiswald"
2033;3455;"Grünen"
2034;3456;"Trachselwald"
2035;3456;"Trachselwald"
2036;3457;"Wasen im Emmental"
2037;3457;"Wasen im Emmental"
2038;3462;"Weier im Emmental"
2039;3462;"Weier im Emmental"
2040;3463;"Häusernmoos"
2041;3463;"Häusernmoos"
2042;3463;"Häusernmoos"
2043;3464;"Schmidigen-Mühlew"
2044;3464;"Schmidigen-Mühlew"
2045;3464;"Schmidigen-Mühlew"
2046;3464;"Schmidigen-Mühlew"
2047;3465;"Dürrenroth"
2048;3472;"Wynigen"
2049;3472;"Wynigen"
2050;3472;"Wynigen"
2051;3472;"Rumendingen"
2052;3472;"Rumendingen"
2053;3473;"Alchenstorf"
2054;3474;"Rüedisbach"
2055;3474;"Rüedisbach"
2056;3475;"Riedtwil"
2057;3475;"Hermiswil"
2058;3476;"Oschwand"
2059;3476;"Oschwand"
2060;3476;"Oschwand"
2061;3503;"Gysenstein"
2062;3504;"Niederhünigen"
2063;3504;"Oberhünigen"
2064;3506;"Grosshöchstetten"
2065;3506;"Grosshöchstetten"
2066;3506;"Grosshöchstetten"
2067;3506;"Grosshöchstetten"
2068;3507;"Biglen"
2069;3507;"Biglen"
2070;3508;"Arni BE"
2071;3508;"Arni BE"
2072;3508;"Arni BE"
2073;3510;"Konolfingen"
2074;3510;"Konolfingen"
2075;3510;"Freimettigen"
2076;3510;"Häutligen"
2077;3510;"Häutligen"
2078;3512;"Walkringen"
2079;3513;"Bigenthal"
2080;3513;"Bigenthal"
2081;3513;"Bigenthal"
2082;3531;"Oberthal"
2083;3531;"Oberthal"
2084;3531;"Oberthal"
2085;3532;"Zäziwil"
2086;3532;"Zäziwil"
2087;3532;"Mirchel"
2088;3532;"Mirchel"
2089;3533;"Bowil"
2090;3533;"Bowil"
2091;3533;"Bowil"
2092;3533;"Bowil"
2093;3534;"Signau"
2094;3534;"Signau"
2095;3535;"Schüpbach"
2096;3535;"Schüpbach"
2097;3536;"Aeschau"
2098;3537;"Eggiwil"
2099;3537;"Eggiwil"
2100;3537;"Eggiwil"
2101;3537;"Eggiwil"
2102;3538;"Röthenbach i. E."
2103;3538;"Röthenbach i. E."
2104;3538;"Röthenbach i. E."
2105;3543;"Emmenmatt"
2106;3543;"Emmenmatt"
2107;3543;"Emmenmatt"
2108;3550;"Langnau i. E."
2109;3550;"Langnau i. E."
2110;3550;"Langnau i. E."
2111;3551;"Oberfrittenbach"
2112;3551;"Oberfrittenbach"
2113;3551;"Oberfrittenbach"
2114;3552;"Bärau"
2115;3552;"Bärau"
2116;3553;"Gohl"
2117;3555;"Trubschachen"
2118;3555;"Trubschachen"
2119;3555;"Trubschachen"
2120;3555;"Trubschachen"
2121;3556;"Trub"
2122;3556;"Trub"
2123;3557;"Fankhaus (Trub)"
2124;3600;"Thun"
2125;3600;"Thun"
2126;3603;"Thun"
2127;3604;"Thun"
2128;3608;"Thun"
2129;3612;"Steffisburg"
2130;3612;"Steffisburg"
2131;3612;"Steffisburg"
2132;3612;"Steffisburg"
2133;3613;"Steffisburg"
2134;3613;"Steffisburg"
2135;3614;"Unterlangenegg"
2136;3614;"Unterlangenegg"
2137;3615;"Heimenschwand"
2138;3615;"Heimenschwand"
2139;3615;"Heimenschwand"
2140;3616;"Schwarzenegg"
2141;3616;"Schwarzenegg"
2142;3616;"Schwarzenegg"
2143;3617;"Fahrni b. Thun"
2144;3617;"Fahrni b. Thun"
2145;3618;"Süderen"
2146;3618;"Süderen"
2147;3618;"Süderen"
2148;3618;"Süderen"
2149;3618;"Süderen"
2150;3619;"Eriz"
2151;3619;"Eriz"
2152;3619;"Eriz"
2153;3619;"Innereriz"
2154;3619;"Innereriz"
2155;3622;"Homberg b. Thun"
2156;3623;"Teuffenthal BE"
2157;3623;"Teuffenthal BE"
2158;3623;"Horrenbach"
2159;3623;"Buchen BE"
2160;3624;"Goldiwil (Thun)"
2161;3624;"Schwendibach"
2162;3624;"Schwendibach"
2163;3625;"Heiligenschwendi"
2164;3625;"Heiligenschwendi"
2165;3626;"Hünibach"
2166;3626;"Hünibach"
2167;3627;"Heimberg"
2168;3627;"Heimberg"
2169;3628;"Uttigen"
2170;3629;"Kiesen"
2171;3629;"Kiesen"
2172;3629;"Oppligen"
2173;3629;"Jaberg"
2174;3631;"Höfen b. Thun"
2175;3632;"Niederstocken"
2176;3632;"Oberstocken"
2177;3633;"Amsoldingen"
2178;3633;"Amsoldingen"
2179;3634;"Thierachern"
2180;3635;"Uebeschi"
2181;3635;"Uebeschi"
2182;3636;"Längenbühl"
2183;3636;"Längenbühl"
2184;3636;"Forst"
2185;3638;"Blumenstein"
2186;3638;"Pohlern"
2187;3645;"Gwatt (Thun)"
2188;3645;"Gwatt (Thun)"
2189;3645;"Zwieselberg"
2190;3646;"Einigen"
2191;3647;"Reutigen"
2192;3652;"Hilterfingen"
2193;3652;"Hilterfingen"
2194;3653;"Oberhofen Thun'see"
2195;3654;"Gunten"
2196;3654;"Gunten"
2197;3655;"Sigriswil"
2198;3656;"Tschingel"
2199;3656;"Aeschlen ob Gunten"
2200;3656;"Ringoldswil"
2201;3657;"Schwanden Sigrisw"
2202;3658;"Merligen"
2203;3661;"Uetendorf"
2204;3662;"Seftigen"
2205;3663;"Gurzelen"
2206;3663;"Gurzelen"
2207;3664;"Burgistein"
2208;3664;"Burgistein"
2209;3664;"Burgistein"
2210;3664;"Burgistein"
2211;3665;"Wattenwil"
2212;3665;"Wattenwil"
2213;3665;"Wattenwil"
2214;3671;"Brenzikofen"
2215;3671;"Brenzikofen"
2216;3671;"Herbligen"
2217;3672;"Oberdiessbach"
2218;3672;"Oberdiessbach"
2219;3672;"Aeschlen"
2220;3673;"Linden"
2221;3673;"Linden"
2222;3673;"Linden"
2223;3674;"Bleiken"
2224;3674;"Bleiken"
2225;3700;"Spiez"
2226;3702;"Hondrich"
2227;3702;"Hondrich"
2228;3703;"Aeschi b. Spiez"
2229;3703;"Aeschiried"
2230;3704;"Krattigen"
2231;3704;"Krattigen"
2232;3704;"Krattigen"
2233;3705;"Faulensee"
2234;3706;"Leissigen"
2235;3706;"Leissigen"
2236;3707;"Därligen"
2237;3711;"Emdthal"
2238;3711;"Emdthal"
2239;3711;"Mülenen"
2240;3711;"Mülenen"
2241;3713;"Reichenbach i. K."
2242;3713;"Reichenbach i. K."
2243;3714;"Frutigen"
2244;3714;"Wengi b. Frutigen"
2245;3715;"Adelboden"
2246;3715;"Adelboden"
2247;3716;"Kandergrund"
2248;3716;"Kandergrund"
2249;3717;"Blausee-Mitholz"
2250;3718;"Kandersteg"
2251;3722;"Scharnachtal"
2252;3723;"Kiental"
2253;3724;"Ried (Frutigen)"
2254;3725;"Achseten"
2255;3725;"Achseten"
2256;3752;"Wimmis"
2257;3753;"Oey"
2258;3754;"Diemtigen"
2259;3754;"Diemtigen"
2260;3755;"Horboden"
2261;3756;"Zwischenflüh"
2262;3757;"Schwenden"
2263;3758;"Latterbach"
2264;3762;"Erlenbach i. S."
2265;3763;"Därstetten"
2266;3764;"Weissenburg"
2267;3764;"Weissenburg"
2268;3765;"Oberwil i. S."
2269;3766;"Boltigen"
2270;3766;"Boltigen"
2271;3770;"Zweisimmen"
2272;3770;"Zweisimmen"
2273;3771;"Blankenburg"
2274;3772;"St. Stephan"
2275;3773;"Matten(St.Stephan)"
2276;3773;"Matten(St.Stephan)"
2277;3775;"Lenk im Simmental"
2278;3776;"Oeschseite"
2279;3777;"Saanenmöser"
2280;3777;"Saanenmöser"
2281;3778;"Schönried"
2282;3780;"Gstaad"
2283;3781;"Turbach"
2284;3782;"Lauenen b. Gstaad"
2285;3783;"Grund b. Gstaad"
2286;3784;"Feutersoey"
2287;3785;"Gsteig b. Gstaad"
2288;3792;"Saanen"
2289;3800;"Interlaken"
2290;3800;"Interlaken"
2291;3800;"Unterseen"
2292;3800;"Matten b. Interl"
2293;3800;"Matten b. Interl"
2294;3800;"Sundlauenen"
2295;3801;"Jungfraujoch"
2296;3803;"Beatenberg"
2297;3804;"Habkern"
2298;3805;"Goldswil"
2299;3806;"Bönigen"
2300;3807;"Iseltwald"
2301;3812;"Wilderswil"
2302;3813;"Saxeten"
2303;3813;"Saxeten"
2304;3814;"Gsteigwiler"
2305;3815;"Zweilütschinen"
2306;3815;"Zweilütschinen"
2307;3815;"Gündlischwand"
2308;3816;"Lütschental"
2309;3816;"Lütschental"
2310;3816;"Burglauenen"
2311;3818;"Grindelwald"
2312;3822;"Lauterbrunnen"
2313;3822;"Isenfluh"
2314;3823;"Wengen"
2315;3823;"Kleine Scheidegg"
2316;3823;"Kleine Scheidegg"
2317;3823;"Eigergletscher"
2318;3824;"Stechelberg"
2319;3825;"Mürren"
2320;3826;"Gimmelwald"
2321;3852;"Ringgenberg BE"
2322;3853;"Niederried Interl"
2323;3854;"Oberried Brienz"
2324;3855;"Brienz BE"
2325;3855;"Brienz BE"
2326;3855;"Axalp"
2327;3855;"Schwanden-Brienz"
2328;3856;"Brienzwiler"
2329;3856;"Brienzwiler"
2330;3856;"Brienzwiler"
2331;3857;"Unterbach BE"
2332;3858;"Hofstetten BE"
2333;3860;"Meiringen"
2334;3860;"Rosenlaui"
2335;3860;"Schattenhalb"
2336;3860;"Schattenhalb"
2337;3860;"Brünig"
2338;3862;"Innertkirchen"
2339;3863;"Gadmen"
2340;3864;"Guttannen"
2341;3900;"Brig"
2342;3900;"Brig"
2343;3900;"Brig"
2344;3900;"Gamsen"
2345;3900;"Brigerbad"
2346;3901;"Rothwald"
2347;3902;"Glis"
2348;3903;"Mund"
2349;3903;"Birgisch"
2350;3904;"Naters"
2351;3905;"Saas-Almagell"
2352;3906;"Saas-Fee"
2353;3907;"Simplon Dorf"
2354;3907;"Simplon Hospiz"
2355;3907;"Gabi (Simplon)"
2356;3907;"Gondo"
2357;3908;"Saas-Balen"
2358;3910;"Saas-Grund"
2359;3910;"Saas-Grund"
2360;3911;"Ried-Brig"
2361;3912;"Termen"
2362;3913;"Rosswald"
2363;3914;"Blatten b. Naters"
2364;3914;"Belalp"
2365;3916;"Ferden"
2366;3917;"Kippel"
2367;3917;"Goppenstein"
2368;3918;"Wiler (Lötschen)"
2369;3919;"Blatten(Lötschen)"
2370;3920;"Zermatt"
2371;3922;"Stalden VS"
2372;3922;"Stalden VS"
2373;3922;"Kalpetran"
2374;3922;"Eisten"
2375;3923;"Törbel"
2376;3924;"St. Niklaus VS"
2377;3925;"Grächen"
2378;3926;"Embd"
2379;3927;"Herbriggen"
2380;3928;"Randa"
2381;3929;"Täsch"
2382;3930;"Visp"
2383;3930;"Visp"
2384;3930;"Eyholz"
2385;3931;"Lalden"
2386;3932;"Visperterminen"
2387;3933;"Staldenried"
2388;3934;"Zeneggen"
2389;3935;"Bürchen"
2390;3937;"Baltschieder"
2391;3938;"Ausserberg"
2392;3939;"Eggerberg"
2393;3940;"Steg VS"
2394;3942;"Raron"
2395;3942;"Niedergesteln"
2396;3942;"St. German"
2397;3943;"Eischoll"
2398;3944;"Unterbäch VS"
2399;3945;"Gampel"
2400;3945;"Gampel"
2401;3945;"Niedergampel"
2402;3945;"Niedergampel"
2403;3946;"Turtmann"
2404;3946;"Gruben"
2405;3947;"Ergisch"
2406;3948;"Unterems"
2407;3948;"Oberems"
2408;3948;"Oberems"
2409;3949;"Hohtenn"
2410;3951;"Agarn"
2411;3952;"Susten"
2412;3953;"Leuk Stadt"
2413;3953;"Inden"
2414;3953;"Varen"
2415;3954;"Leukerbad"
2416;3955;"Albinen"
2417;3956;"Guttet-Feschel"
2418;3956;"Guttet-Feschel"
2419;3956;"Guttet-Feschel"
2420;3957;"Erschmatt"
2421;3957;"Bratsch"
2422;3960;"Sierre"
2423;3960;"Corin-de-la-Crête"
2424;3960;"Loc"
2425;3960;"Niouc"
2426;3960;"Muraz (Sierre)"
2427;3961;"Vissoie"
2428;3961;"St-Luc"
2429;3961;"Chandolin"
2430;3961;"Ayer"
2431;3961;"Zinal"
2432;3961;"Grimentz"
2433;3961;"Mission"
2434;3961;"St-Jean VS"
2435;3963;"Crans-Montana"
2436;3963;"Crans-Montana"
2437;3963;"Crans-Montana"
2438;3963;"Crans-Montana"
2439;3963;"Crans-Montana"
2440;3963;"Montana"
2441;3963;"Montana"
2442;3963;"Aminona"
2443;3965;"Chippis"
2444;3965;"Chippis"
2445;3966;"Chalais"
2446;3966;"Chalais"
2447;3966;"Réchy"
2448;3966;"Réchy"
2449;3967;"Vercorin"
2450;3968;"Veyras"
2451;3970;"Salgesch"
2452;3970;"Salgesch"
2453;3971;"Chermignon"
2454;3971;"Chermignon"
2455;3971;"Chermignon-Bas"
2456;3971;"Ollon VS"
2457;3971;"Ollon VS"
2458;3972;"Miège"
2459;3972;"Miège"
2460;3973;"Venthône"
2461;3973;"Venthône"
2462;3974;"Mollens VS"
2463;3974;"Mollens VS"
2464;3975;"Randogne"
2465;3976;"Noës"
2466;3976;"Noës"
2467;3976;"Champzabé"
2468;3976;"Champzabé"
2469;3977;"Granges VS"
2470;3978;"Flanthey"
2471;3979;"Grône"
2472;3982;"Bitsch"
2473;3982;"Bitsch"
2474;3982;"Bitsch"
2475;3983;"Mörel"
2476;3983;"Mörel"
2477;3983;"Bister"
2478;3983;"Filet"
2479;3983;"Goppisberg"
2480;3983;"Greich"
2481;3984;"Fiesch"
2482;3984;"Fieschertal"
2483;3985;"Münster VS"
2484;3985;"Geschinen"
2485;3986;"Ried-Mörel"
2486;3987;"Riederalp"
2487;3988;"Ulrichen"
2488;3988;"Obergesteln"
2489;3989;"Biel VS"
2490;3989;"Ritzingen"
2491;3989;"Selkingen"
2492;3989;"Niederwald"
2493;3989;"Blitzingen"
2494;3991;"Betten"
2495;3992;"Bettmeralp"
2496;3993;"Grengiols"
2497;3994;"Lax"
2498;3994;"Martisberg"
2499;3995;"Ernen"
2500;3995;"Ausserbinn"
2501;3995;"Mühlebach (Goms)"
2502;3995;"Steinhaus"
2503;3996;"Binn"
2504;3997;"Bellwald"
2505;3998;"Reckingen VS"
2506;3998;"Gluringen"
2507;3999;"Oberwald"
2508;4001;"Basel"
2509;4051;"Basel"
2510;4052;"Basel"
2511;4052;"Basel"
2512;4053;"Basel"
2513;4053;"Basel"
2514;4054;"Basel"
2515;4055;"Basel"
2516;4056;"Basel"
2517;4057;"Basel"
2518;4058;"Basel"
2519;4058;"Basel"
2520;4059;"Basel"
2521;4101;"Bruderholz"
2522;4101;"Bruderholz"
2523;4102;"Binningen"
2524;4102;"Binningen"
2525;4103;"Bottmingen"
2526;4104;"Oberwil BL"
2527;4105;"Biel-Benken BL"
2528;4106;"Therwil"
2529;4107;"Ettingen"
2530;4108;"Witterswil"
2531;4112;"Bättwil"
2532;4112;"Flüh"
2533;4114;"Hofstetten SO"
2534;4115;"Mariastein"
2535;4115;"Mariastein"
2536;4116;"Metzerlen"
2537;4117;"Burg im Leimental"
2538;4118;"Rodersdorf"
2539;4123;"Allschwil"
2540;4124;"Schönenbuch"
2541;4125;"Riehen"
2542;4126;"Bettingen"
2543;4127;"Birsfelden"
2544;4127;"Birsfelden"
2545;4132;"Muttenz"
2546;4133;"Pratteln"
2547;4133;"Pratteln"
2548;4133;"Pratteln"
2549;4133;"Pratteln"
2550;4142;"Münchenstein"
2551;4142;"Münchenstein"
2552;4143;"Dornach"
2553;4144;"Arlesheim"
2554;4144;"Arlesheim"
2555;4145;"Gempen"
2556;4146;"Hochwald"
2557;4147;"Aesch BL"
2558;4147;"Aesch BL"
2559;4147;"Aesch BL"
2560;4148;"Pfeffingen"
2561;4153;"Reinach BL"
2562;4153;"Reinach BL"
2563;4153;"Reinach BL"
2564;4153;"Reinach BL"
2565;4202;"Duggingen"
2566;4203;"Grellingen"
2567;4203;"Grellingen"
2568;4204;"Himmelried"
2569;4206;"Seewen SO"
2570;4207;"Bretzwil"
2571;4208;"Nunningen"
2572;4222;"Zwingen"
2573;4223;"Blauen"
2574;4224;"Nenzlingen"
2575;4225;"Brislach"
2576;4226;"Breitenbach"
2577;4227;"Büsserach"
2578;4228;"Erschwil"
2579;4229;"Beinwil SO"
2580;4229;"Beinwil SO"
2581;4229;"Beinwil SO"
2582;4232;"Fehren"
2583;4233;"Meltingen"
2584;4234;"Zullwil"
2585;4242;"Laufen"
2586;4242;"Laufen"
2587;4242;"Laufen"
2588;4243;"Dittingen"
2589;4244;"Röschenz"
2590;4245;"Kleinlützel"
2591;4245;"Kleinlützel"
2592;4246;"Wahlen b. Laufen"
2593;4246;"Wahlen b. Laufen"
2594;4247;"Grindel"
2595;4252;"Bärschwil"
2596;4252;"Bärschwil"
2597;4253;"Liesberg"
2598;4253;"Liesberg"
2599;4254;"Liesberg Dorf"
2600;4302;"Augst BL"
2601;4302;"Augst BL"
